Frequency (Hz),Amplitude_dBFS,Phase_radians
15071.5,-334.77228687723095,-1.8399783673615333
15072.0,-344.436556436456,2.8717532266368324
15072.5,-343.4758387160357,1.5316485586204915
15073.0,-355.20005245930554,2.351679932883754
15073.5,-343.24748252026166,0.15116630197958184
15074.0,-339.25770879495917,-1.4065788831513095
15074.5,-343.3209409600057,2.313104059001717
15075.0,-335.8292991304928,-2.885246709601177
15075.5,-343.596780819563,0.29629124092040415
15076.0,-342.17894195206014,2.776202862124226
15076.5,-350.0394783844454,-0.4422125597972721
15077.0,-342.24689981871484,1.7515540540435304
15077.5,-340.159637205935,-2.040024507074756
15078.0,-339.68444708672723,-1.2669911742084257
15078.5,-348.79275614335404,0.9926911817072729
15079.0,-343.623905487377,0.7195239227774106
15079.5,-338.34986660182295,-1.7837770655130516
15080.0,-351.07009214956605,2.726093639045946
15080.5,-347.7867363989576,-1.1052297926364676
15081.0,-337.22769128775076,3.02755388277308
15081.5,-335.3356703272623,-2.791610576071063
15082.0,-335.5279978621838,0.5010383581820512
15082.5,-342.3128763948331,1.331875482670261
15083.0,-338.6442709077821,1.3229312028665237
15083.5,-340.78067615669283,1.9711506039346944
15084.0,-342.9875537032267,1.4855409098344037
15084.5,-341.17384805314,0.7814324514443755
15085.0,-342.5641974435556,0.8171811732922891
15085.5,-341.3916263025251,-2.1985587524434016
15086.0,-342.06796006882576,-2.1743881098272184
15086.5,-340.05670148663444,-1.6868573567676108
15087.0,-345.4072762067947,-0.1599082509344197
15087.5,-351.0035462953639,-0.44206381990327975
15088.0,-341.2224233860926,1.5752920050771761
15088.5,-340.43912067202257,1.9255535813417228
15089.0,-341.48752144537286,-1.2589838612683697
15089.5,-342.6617589226751,-2.8122279556666965
15090.0,-339.9423267282856,0.06400394381724736
15090.5,-368.14048075311354,1.4483215629713289
15091.0,-340.54170609000755,1.7028120859942395
15091.5,-343.0502599319448,0.5826935985199919
15092.0,-341.74503197782246,-2.9353054802038616
15092.5,-341.523730819778,-2.6842849930334864
15093.0,-340.06496732631626,-1.156731979230397
15093.5,-358.8907370248094,2.736875703966887
15094.0,-345.42716048333784,1.5746101381887339
15094.5,-343.69753656412206,1.0182961992877173
15095.0,-344.82111310564335,-0.9494070764335085
15095.5,-345.30110507433574,-1.8698547258307934
15096.0,-347.04819691958437,0.9960085474508357
15096.5,-342.74074987100244,0.21059412786865683
15097.0,-334.4510850532257,1.2771283901704185
15097.5,-339.35609661901344,-2.3183614633357696
15098.0,-338.3878396576807,-2.383288880176632
15098.5,-351.6570796903542,-1.5608873649680657
15099.0,-339.23891945311965,-0.3326006197522738
15099.5,-334.0392331456531,0.307650385505437
15100.0,-341.0610021629727,1.144142460156053
15100.5,-344.8004501433742,-2.3772764502480332
15101.0,-342.56599446167786,0.32290647246187876
15101.5,-345.3224501623888,-0.2470489873707133
15102.0,-340.406227998493,-0.37988648674759656
15102.5,-339.98056556856733,1.3650099853646471
15103.0,-338.3219248273184,-0.5934641490071788
15103.5,-341.89471049049354,0.16642093868732635
15104.0,-356.8760301330409,2.3839659268547546
15104.5,-336.9432914850714,2.6756754026207683
15105.0,-335.75904359801075,-2.7947820490872344
15105.5,-340.21857933114586,-0.702999023935345
15106.0,-338.9399134962469,-1.52873069099285
15106.5,-344.7457241451466,-2.0981455077494786
15107.0,-343.8622308162619,-1.5175306728162
15107.5,-347.01441574717705,1.7378189046260595
15108.0,-349.6581182453111,2.613372586086101
15108.5,-335.34551697944727,-0.7002459514401151
15109.0,-343.7585099132651,1.6181986681141851
15109.5,-338.99508748033463,2.361058111536566
15110.0,-341.03518231386954,-1.3101380097292066
15110.5,-338.8847534841881,1.4934224678003776
15111.0,-339.50937361950344,2.805063927626857
15111.5,-335.72889776527035,-2.656538731798431
15112.0,-341.14379032546924,2.790857448456385
15112.5,-341.810871203803,-1.5895533268733826
15113.0,-339.96754558758715,-1.015711792440159
15113.5,-339.44502210102405,-0.5573957914655856
15114.0,-337.9950418151855,-2.161568260325053
15114.5,-340.5636137315204,1.0610881271710502
15115.0,-344.5050069449638,0.6703922222317494
15115.5,-343.8595538439046,-2.0447520373754204
15116.0,-344.6082257855527,-2.4301409599133676
15116.5,-338.0416705781312,-0.42400671075617835
15117.0,-341.0174394110325,-0.17286419368813552
15117.5,-337.028046589595,-2.5882446918480677
15118.0,-337.9717048911771,-0.26221207401443797
15118.5,-354.98671008661506,1.696700972748789
15119.0,-342.8118336530458,-0.5348971061617664
15119.5,-339.23335566439476,0.046006459406453835
15120.0,-354.2506861580972,-0.18403392785606779
15120.5,-337.4619200952808,-3.109623265449187
15121.0,-340.5838665895447,-0.7925740764411282
15121.5,-351.6191959681013,-1.2941656977711804
15122.0,-340.0005341200714,-0.9483744423125625
15122.5,-342.7004145475388,-1.3661902180386132
15123.0,-348.69501809470313,1.1638374702908552
15123.5,-343.820882569511,-2.3626055966695287
15124.0,-338.86718152381553,2.8230106619915154
15124.5,-342.373407939143,1.8418162549699437
15125.0,-348.04703175820646,1.0036533941745727
15125.5,-338.7850709926891,-2.4931378960771475
15126.0,-345.14046838560023,-2.6453718047887804
15126.5,-336.2256622960583,1.7657679937829625
15127.0,-355.12098685294086,-0.1648281485008439
15127.5,-347.9522915613631,0.4632671438890736
15128.0,-347.1639855554066,2.088366468229204
15128.5,-337.51894787052936,0.8237978865648293
15129.0,-337.6040216525512,-2.44604113295631
15129.5,-346.3134353427207,-2.1600524471746425
15130.0,-340.62705879774126,-2.2899739308764904
15130.5,-336.68258341750027,-0.3386273592523956
15131.0,-340.66649060617465,-1.6765149017619698
15131.5,-340.83586265409735,-2.9785193192994575
15132.0,-337.61274192154355,2.754987826042705
15132.5,-337.67640412191497,0.6051352247202595
15133.0,-338.69682443968793,-0.19822916484880868
15133.5,-343.5179514740008,2.497345812648869
15134.0,-341.55707247325176,1.38883484392622
15134.5,-334.3671676880195,2.22955156904383
15135.0,-351.54878944985734,-2.9748642996149504
15135.5,-336.5761923053355,0.6612538810893156
15136.0,-349.749431685458,0.5094753811728501
15136.5,-342.6903166040273,-1.8241625550458893
15137.0,-346.9677800928935,2.4448255365973774
15137.5,-344.06234105078806,1.9268119064617626
15138.0,-335.4541579864765,0.7865964415503469
15138.5,-337.2269043877872,0.9796854200738905
15139.0,-337.3326578974826,2.162514648402368
15139.5,-344.0956022619009,-1.0641961226892231
15140.0,-339.2782083826513,0.04761025548497348
15140.5,-337.19159244973895,1.5431036530083628
15141.0,-329.4350724011852,1.5484249458543875
15141.5,-338.5911256539489,2.1417534988208726
15142.0,-338.94872552910897,-0.4304621076676676
15142.5,-337.2547382937723,-1.4680147875169873
15143.0,-351.167073329706,2.8330449312225006
15143.5,-335.64123250511295,1.7191828957918878
15144.0,-346.26361029388147,0.049351857845022835
15144.5,-341.5911104653221,2.0512736599084307
15145.0,-346.9181683593296,-2.8853985688137795
15145.5,-338.62173028218245,-0.7003676495652519
15146.0,-355.3663438463357,-0.2858810506860685
15146.5,-343.67478908971987,0.13703508740493367
15147.0,-338.3817133473667,1.5168017352851144
15147.5,-343.6437705034176,2.74786954793605
15148.0,-342.6534693888192,-1.6443941467906702
15148.5,-339.33917612166977,0.2931883006571968
15149.0,-342.411813676006,-1.5020901759920966
15149.5,-344.7410430674779,-1.202081694180191
15150.0,-339.33734674003927,0.55809481576676
15150.5,-345.1406793717771,1.8973787099919948
15151.0,-334.34393909492087,1.7796067482901714
15151.5,-342.5110089281498,-2.758996428317228
15152.0,-336.62183557403176,1.7376873358322278
15152.5,-331.8150832644488,2.149283759616554
15153.0,-337.72424996406556,3.0367212411336766
15153.5,-346.1043730901397,1.2984060214399753
15154.0,-332.6344450819,1.1298940962807809
15154.5,-338.998400678061,2.0646041428060298
15155.0,-338.74040835851906,-0.6465815712330762
15155.5,-341.71950277003623,-0.8684222122157397
15156.0,-339.89004381194627,-0.08412123724648184
15156.5,-334.76561849517674,1.6901956679827754
15157.0,-343.6146911918883,2.4210242366539116
15157.5,-339.0930844306836,-0.8247582424349497
15158.0,-344.6186521115399,0.315142431527903
15158.5,-335.11471478259637,-2.0990708139167737
15159.0,-340.81136478819013,-1.3131819897201449
15159.5,-348.6211138895619,-0.12848024378599687
15160.0,-333.60304555165885,1.6911070592056041
15160.5,-344.14758297770004,-0.869553601243853
15161.0,-334.45062778881663,-0.40211377601963094
15161.5,-340.4010443294835,-2.879603718040477
15162.0,-338.4375689829156,2.107472997061868
15162.5,-343.1831589381138,2.3918925040811976
15163.0,-341.7374248633942,-1.5187043619526621
15163.5,-336.5084718871861,1.0936859409178816
15164.0,-333.38709328873847,-0.8639920888885552
15164.5,-346.478881296568,-1.5642312663513798
15165.0,-334.99588757938915,1.0320395917817313
15165.5,-337.534215527471,-2.328487109594069
15166.0,-345.8072576580445,-0.2232474618714775
15166.5,-333.42735760012386,-2.667572262100721
15167.0,-342.488602517,-1.7915638635730584
15167.5,-362.1092376428302,1.8189750343234357
15168.0,-342.33005230416893,-2.677829884690456
15168.5,-348.844994163464,-2.474798912436126
15169.0,-332.66640806940643,-2.7603436760458804
15169.5,-353.02205307952215,0.39050990809320807
15170.0,-338.2143611610546,-1.6773453127335343
15170.5,-342.3399355763882,3.088853831914817
15171.0,-346.54601653229713,1.3203005073869416
15171.5,-344.36152443428574,-1.8263647935290233
15172.0,-334.2386618759424,-1.2182720652098156
15172.5,-342.2882124911053,-2.2440602267282532
15173.0,-348.2354018857307,-1.7959272551826204
15173.5,-338.0091680280067,1.3757894348923367
15174.0,-345.00303701321207,-1.980275149016716
15174.5,-337.2624206700667,0.46285965603876333
15175.0,-344.8225752259782,-1.0040638712820902
15175.5,-337.0401426377425,2.2018917534380584
15176.0,-337.7325709381794,-0.6196721280826218
15176.5,-326.56335495668947,-1.3721167338899753
15177.0,-343.2936553573691,-0.9818448824324012
15177.5,-336.66312935862913,-2.8011008269064135
15178.0,-339.91318274628304,1.3553110094822973
15178.5,-341.9291564559519,-2.6315805382263764
15179.0,-350.66363317518994,-0.7012625999818529
15179.5,-338.2060062462529,-1.988107858550905
15180.0,-337.59320559354313,-1.4889375135704697
15180.5,-338.90150059860053,1.2800143669544113
15181.0,-338.8505881312003,0.07667056311590417
15181.5,-340.63249395743753,2.142636386671959
15182.0,-336.67328695360857,0.08274943158831732
15182.5,-330.1920251956193,0.7907962962008268
15183.0,-348.71309470325394,0.8114812521344682
15183.5,-342.3623494095194,2.3732573434249833
15184.0,-331.77439132312423,-1.8700019747525292
15184.5,-342.2795397721908,-0.16404952525149616
15185.0,-338.6099235403588,-2.2351558554621573
15185.5,-342.86092775559274,-1.905565340696126
15186.0,-334.5586606305057,2.9984148987919816
15186.5,-333.1106123380399,-2.75022798687523
15187.0,-336.2458436161598,0.005334734328619229
15187.5,-333.7691495111957,2.4420433894110314
15188.0,-336.8277720156962,1.5293142994620221
15188.5,-339.0211888764893,-0.37525145232750046
15189.0,-335.2852029038251,1.324518434983467
15189.5,-341.96492212212104,-2.377748735498314
15190.0,-334.8582062571172,-0.07960334463424355
15190.5,-341.79099206674977,1.5729454701380845
15191.0,-327.4155712924516,0.4759340543405133
15191.5,-340.24691629774816,2.296379890053628
15192.0,-335.071681934641,-0.7109860715322825
15192.5,-328.1333329081656,-3.129522325487751
15193.0,-336.43351647795885,-0.6779044183864139
15193.5,-333.26530772488155,-1.774720309014765
15194.0,-341.8795478817305,-1.5977470371592966
15194.5,-334.7407329157238,2.6792726973904943
15195.0,-340.1778054858824,-1.3524593351808727
15195.5,-342.06752797865937,2.3805169837876994
15196.0,-339.2030532028708,-2.129981031481298
15196.5,-329.8963004505944,2.3672298331206965
15197.0,-336.071659138761,-1.622983835623535
15197.5,-342.53983683521204,-2.4940546903873346
15198.0,-332.1710908902497,-1.3657074834756393
15198.5,-333.4526093661689,-2.445057035563938
15199.0,-334.3245772317016,1.7716753454376353
15199.5,-335.1248262336318,-3.092581033783682
15200.0,-338.90156983638946,0.7694210017445359
15200.5,-332.8879529375353,-1.2311576332997005
15201.0,-338.05699603309324,-2.335535912790977
15201.5,-341.32657071120923,-1.750530148793521
15202.0,-344.87098531968707,2.6047236870338613
15202.5,-332.781584019259,-1.3347913047690736
15203.0,-340.7550688629643,-1.8950424208731003
15203.5,-341.0234949142041,-1.5663676423423045
15204.0,-347.7472856422486,0.08568918142121261
15204.5,-333.8030584510255,1.8994128855325345
15205.0,-336.64833419851163,0.5360201576996374
15205.5,-334.26500924848284,-0.6743933867058398
15206.0,-334.78883010526636,-2.1352342629897563
15206.5,-337.96696788624894,-1.3493369155974857
15207.0,-341.2877008893372,-2.7809135114694032
15207.5,-336.5666168312145,-2.6329320964777017
15208.0,-338.12186904351677,1.6566858853968007
15208.5,-342.63387600544445,0.6308572331409963
15209.0,-335.14055735598834,1.9712291430617015
15209.5,-342.5296838052987,-3.0337203016129948
15210.0,-338.8936054366632,-1.2054894131221852
15210.5,-330.58946094753475,-2.8512741911988924
15211.0,-332.5395984742408,1.929047867781581
15211.5,-337.2384458903383,-2.601429630536481
15212.0,-340.40080500023697,-2.932475479060543
15212.5,-339.71907280020076,1.7430036638469053
15213.0,-333.9160491026169,-1.621651823432958
15213.5,-343.6971189301163,-2.509323238981517
15214.0,-335.5473531924161,-2.6852822935624374
15214.5,-337.0731311336028,1.6503903198526915
15215.0,-336.41142625494916,0.8682470252470449
15215.5,-343.0232852567622,1.8546175578966926
15216.0,-337.5134329538116,2.881231671175261
15216.5,-350.26532544123194,2.6480824860374343
15217.0,-338.48242987847163,0.39799004594189674
15217.5,-350.8300792985944,-1.4295538639740488
15218.0,-340.1490393092332,-1.1380441757987532
15218.5,-337.6548325182488,-0.003584683463673397
15219.0,-337.2409827199165,-0.8730759332967087
15219.5,-337.18840919042015,-1.766057905704256
15220.0,-329.9628992090559,1.6195671595418244
15220.5,-346.46550111037874,0.5255513150647501
15221.0,-341.02980747968735,1.8229639600461949
15221.5,-343.0672990400835,0.8487836416195585
15222.0,-333.8699555547446,-1.6787087198311055
15222.5,-340.5417590124114,-3.127341891444595
15223.0,-337.51972985491676,3.106795414290502
15223.5,-330.76811514355813,2.104830535745808
15224.0,-333.55249371753996,1.9044894897099722
15224.5,-337.3493085029057,-0.5574149517926066
15225.0,-336.73194852145576,-1.4752227564697102
15225.5,-342.04741225530347,-0.8201207483016039
15226.0,-340.3557126373965,-0.4340252430396843
15226.5,-347.9764069283106,0.3166560362124321
15227.0,-350.78799686814114,1.6496757633174508
15227.5,-341.7611585516697,-0.14264671599677528
15228.0,-335.72391926647697,-2.1624274883695564
15228.5,-337.3164290429589,-2.2425750158085176
15229.0,-343.52741721787413,-1.7807451355148876
15229.5,-343.0581419765373,-0.9098422992648956
15230.0,-339.20598691670557,-1.6246166173834922
15230.5,-342.87460681169847,-1.5163005929238542
15231.0,-336.02605667240084,-0.2221528266065907
15231.5,-334.33235001269327,-1.8353419441526453
15232.0,-346.93518505959105,-2.0150714278110695
15232.5,-338.45841366960434,-2.9682272287756324
15233.0,-341.0937109761229,-0.1776548091060848
15233.5,-351.1251574544955,-0.47919026538142817
15234.0,-345.1499833137569,-2.3027395533305386
15234.5,-337.1509707075023,0.32679853928299146
15235.0,-338.79275072500883,0.4101641967589931
15235.5,-347.8474226687457,-1.2294070283430054
15236.0,-341.7474966274532,0.5374668526672666
15236.5,-339.10365032132665,1.741680636786926
15237.0,-342.0886388708899,1.2494225991235162
15237.5,-338.4428192086009,-0.21739541739873583
15238.0,-336.51299796239385,0.07825463198233522
15238.5,-336.46317904770353,-1.7035507152743052
15239.0,-331.02505701793575,-3.0183199712456616
15239.5,-341.75858064161787,1.48966344292219
15240.0,-340.21418364470605,-1.3147546937043897
15240.5,-337.2166261942898,-2.8870944524171733
15241.0,-336.0931981443284,-2.2477876801423795
15241.5,-337.6145042890434,-2.4041149420438193
15242.0,-340.6689985516848,1.2716172221193571
15242.5,-342.4355480949552,-1.1245726934694749
15243.0,-339.7491900073683,-1.8122807130268903
15243.5,-338.3602485756248,-1.5664220848123462
15244.0,-345.15343332488305,1.3174978139823
15244.5,-341.04287515005063,-1.8772458877220852
15245.0,-337.59568250309405,0.6594634676257864
15245.5,-328.3048349417936,-1.529851164993497
15246.0,-350.41160943687055,1.4712980716611224
15246.5,-345.06454845794786,1.6631308898834867
15247.0,-341.4596513844159,2.0542667908933714
15247.5,-336.5970334868035,-1.5664568789078244
15248.0,-344.7229684317056,1.9539438207434827
15248.5,-351.5440651895468,-1.9889663849780104
15249.0,-336.5611593936551,-2.348148175266332
15249.5,-340.0158392306498,1.1141185734840289
15250.0,-343.86914697186046,1.0073931296336405
15250.5,-338.41403820685196,-2.8398196960483943
15251.0,-349.23620331452304,-3.0999541825799017
15251.5,-338.3175033656462,1.5711846668126215
15252.0,-342.4179647691898,-0.8339060311571691
15252.5,-335.3795675388662,-1.402003581939615
15253.0,-340.38337648580864,0.9445040125513274
15253.5,-338.0263571038693,2.3609128865090443
15254.0,-350.19754087820775,2.1925432473368724
15254.5,-339.50715387017533,0.22347027209214346
15255.0,-345.357916321922,-0.6896444233841494
15255.5,-343.48842680287163,1.6658681896472582
15256.0,-337.653844454295,-2.0703097422765624
15256.5,-336.70035585684866,0.7593146123690331
15257.0,-337.29337271989755,-2.9305526935689965
15257.5,-356.5221214991585,-0.7706502550454081
15258.0,-347.88564489058035,0.29586984113669584
15258.5,-334.7605381853522,-2.3913888732651065
15259.0,-339.78562796126545,2.0182210438581953
15259.5,-339.50059430467047,-2.942566419829682
15260.0,-345.04830077124063,-2.4461015835305915
15260.5,-351.6785757455921,-0.20838361143223563
15261.0,-336.83680908323913,-0.06972040933505697
15261.5,-341.2778902360398,2.7031322445005292
15262.0,-337.1066477326301,-1.292018667880091
15262.5,-344.1897142293832,-2.8263446687829403
15263.0,-338.24427407019976,2.881486599849678
15263.5,-353.2671000302196,1.072139324681223
15264.0,-342.2383934171844,2.806869389756615
15264.5,-360.6106965633841,1.1281044457593308
15265.0,-346.9233566426228,2.418145004557661
15265.5,-350.14139383859447,2.086704953673987
15266.0,-345.1369327675706,-0.6933784609576039
15266.5,-337.8227120575064,1.9363405578379844
15267.0,-342.9515772121224,-1.547664736319506
15267.5,-345.05242210260724,-1.4752193335714399
15268.0,-343.8055872039104,-1.8547530360279407
15268.5,-338.6452038290513,1.8061849109092674
15269.0,-339.05747494756406,0.5435870807335458
15269.5,-334.6235283362639,-0.4622072938740748
15270.0,-343.44760797465926,-0.06233766487407319
15270.5,-335.40829366203434,-1.4843957681936728
15271.0,-337.2442068059899,-2.2833773643546045
15271.5,-342.6968691135108,1.7641354654902661
15272.0,-336.747966534948,2.4170594449737455
15272.5,-332.91308303640903,-1.0685393528721634
15273.0,-345.9468205553324,-0.8399337791179449
15273.5,-339.77386268465887,1.1756248236537326
15274.0,-362.86735533647965,0.6334932808870882
15274.5,-344.6932776681834,-2.4382398678391675
15275.0,-343.38897676792385,1.0850972685847489
15275.5,-337.82242732168874,2.180116190558052
15276.0,-348.7475507938538,2.7261567228418313
15276.5,-341.57406737670397,0.21556731552701974
15277.0,-339.70216634337277,-0.009282167938503859
15277.5,-344.2323390211323,-2.391172925276577
15278.0,-342.3513416650387,0.34952837407604753
15278.5,-342.4835692378653,1.2736332141472682
15279.0,-336.14283864039726,-2.4345039238478363
15279.5,-335.0783947148522,0.5321420820543914
15280.0,-340.8814327166297,-1.8904310270969746
15280.5,-340.077638649347,2.8305336393175944
15281.0,-335.4366596929576,-1.7116631881567734
15281.5,-335.70367984426406,1.636586825455952
15282.0,-345.0274723869894,3.131033040939303
15282.5,-335.93061475025604,1.2766386912697485
15283.0,-337.9033913755113,-0.2715637340199542
15283.5,-346.9384958365165,0.5530499796021849
15284.0,-342.7949369866361,-1.0022871754515414
15284.5,-353.65898523174917,0.2677106120130977
15285.0,-339.8040309428253,-1.0994183323434066
15285.5,-345.60427239443345,0.9894697794922334
15286.0,-338.16856637820047,-2.3537529333961484
15286.5,-350.90478909101984,0.40357587353441654
15287.0,-340.1521839262227,-0.8697548845387632
15287.5,-339.78292726581606,0.20020756160892225
15288.0,-333.72275818993336,0.7004031063866403
15288.5,-339.7484708081749,-1.6497522492992465
15289.0,-352.1043320850132,-0.9343138463850558
15289.5,-339.2330780748111,-1.5994279545330174
15290.0,-346.09719418400925,2.9287990602611313
15290.5,-340.3196042796088,-0.23437416412662865
15291.0,-342.1607199582844,2.871105738836128
15291.5,-360.16445449967694,-1.8553341013088487
15292.0,-336.76089368079516,1.6447411236181801
15292.5,-339.6763998605154,1.5881139136113533
15293.0,-341.1719974521099,-1.820884026511053
15293.5,-350.5994705138878,2.865995272398432
15294.0,-341.0459126765177,-0.5895939652112517
15294.5,-338.09686772853894,2.6596217666308055
15295.0,-347.78425662955533,2.9238103660738877
15295.5,-334.444262768041,1.3780025435677505
15296.0,-344.5823026051762,1.0132456370955971
15296.5,-337.6923003942616,-0.025682949369095587
15297.0,-348.33574905554406,-0.642599070970407
15297.5,-344.313728666476,0.40117612298120153
15298.0,-345.2897646477363,0.5977590000552255
15298.5,-352.78777953343587,2.8810437936429567
15299.0,-341.8666187488369,2.0370257540745373
15299.5,-341.45441766779436,-1.7836546682428585
15300.0,-343.37089844028463,2.7569991209426847
15300.5,-345.13516821658743,1.8538758531099457
15301.0,-338.510268536327,1.4667495104474582
15301.5,-340.0283994269239,0.17489185947932787
15302.0,-337.5802338459579,3.084664311555589
15302.5,-335.78222835675,1.574659071041385
15303.0,-336.0505525064747,0.5017771378001364
15303.5,-337.55461072875164,2.909404247898186
15304.0,-346.00269848681984,0.9650333127688766
15304.5,-345.4318271655161,0.36942401409140946
15305.0,-336.1442442385467,1.6767437131755434
15305.5,-339.6304437511525,-2.784425025897091
15306.0,-349.2380792783779,2.870439098405727
15306.5,-343.09819572281845,0.1647911542310308
15307.0,-343.4503011855692,1.6647348569610274
15307.5,-353.81211707109827,0.32879323975572516
15308.0,-335.24023563059217,-2.5093802952958084
15308.5,-341.130494686672,-1.343900480013173
15309.0,-345.63677404645443,-0.2097267701805476
15309.5,-347.4257109476956,2.363209100449973
15310.0,-335.42264883531345,2.0626022048689783
15310.5,-343.4942443334462,3.0659796547125224
15311.0,-340.9401084984695,1.9438765081305702
15311.5,-352.03796302141194,-1.918362423929252
15312.0,-342.5417416410312,0.009782916110704904
15312.5,-337.3580721328847,2.1821640976093444
15313.0,-343.1370126059042,0.06904853740376689
15313.5,-337.35724007411596,1.3342394208259274
15314.0,-341.6262963787238,2.919171082691872
15314.5,-338.48275350401354,-1.6575602890540728
15315.0,-345.03541960069754,-2.9499914918668613
15315.5,-340.19478375357244,-3.1328691060731457
15316.0,-342.1081410004879,-2.346889458891495
15316.5,-338.028627875077,1.1481442025206958
15317.0,-339.323346414679,-1.5685059943735657
15317.5,-340.2575432389213,-0.93552844104223
15318.0,-339.5948818844624,-1.9025735468455165
15318.5,-336.7831524516876,2.6718432669216754
15319.0,-335.79554313231154,-1.9845158029285546
15319.5,-338.53421380212035,1.526752350390029
15320.0,-352.19581569635534,2.9343120296590812
15320.5,-339.2031149438686,-2.832702968744717
15321.0,-340.5242288937071,-2.512245662924413
15321.5,-336.1001314744441,1.3074525722676587
15322.0,-338.6932634350204,1.4229954280892516
15322.5,-343.24187777751945,-2.3656689992089266
15323.0,-343.65367565219486,2.3877186570137354
15323.5,-347.4522569393833,1.9567663457838655
15324.0,-337.09741541344226,0.4968088644054795
15324.5,-347.4087296072835,-1.5004972068781157
15325.0,-338.24686916168696,1.0800419990947279
15325.5,-337.6130228453851,-1.198224265269973
15326.0,-337.2142512413052,-0.29043930678803825
15326.5,-350.3200127175085,-1.814281101091765
15327.0,-337.478014558821,-3.085248741689495
15327.5,-346.3891470317452,2.0292078169725203
15328.0,-337.35279200096784,1.4374045711683352
15328.5,-335.77295557721476,-1.855698056142139
15329.0,-340.5721587657313,1.0977835337484707
15329.5,-341.1188525686795,-3.064245187460991
15330.0,-338.5042069773828,2.250377223683745
15330.5,-342.1962701094643,-1.2948529968321267
15331.0,-334.6863782935773,1.7057521612286446
15331.5,-338.3441386141517,2.061134270936279
15332.0,-342.6633645746829,-1.703497472405401
15332.5,-340.5397898344128,1.1895495285717264
15333.0,-337.9539586857249,-2.3689903231070994
15333.5,-337.6961930919563,2.66475796232411
15334.0,-343.69509461595504,1.7720840187783864
15334.5,-344.3830263166743,0.6409514027422848
15335.0,-338.98632375108383,-1.7982651209470513
15335.5,-335.31061073895984,1.4925500597710768
15336.0,-346.4051494687579,-2.435701773461432
15336.5,-341.7229842331079,-0.6762680569895401
15337.0,-342.92341946238315,-2.1395606650476036
15337.5,-337.0572100822807,-1.5353553086951248
15338.0,-341.2192040406035,0.5222039345310417
15338.5,-336.8331863923937,-1.7351392199363938
15339.0,-351.5833244088495,2.4764247914176045
15339.5,-339.11209379104383,3.005896584006322
15340.0,-345.46408985710457,2.3013924194462656
15340.5,-341.4319064606824,-0.6234890105401346
15341.0,-340.413895171348,-0.8905944018044375
15341.5,-343.08104597406873,2.6640901793637837
15342.0,-343.1169774423332,-3.133666180099912
15342.5,-344.53935296382434,-1.4786238866346149
15343.0,-341.8328843544088,0.7023259481077349
15343.5,-343.56213645354984,3.0392204647698557
15344.0,-340.0877296923037,1.7052648520100575
15344.5,-339.77542292748535,-3.032888923743038
15345.0,-339.6895405586188,-0.7319284459472749
15345.5,-344.41648787246635,1.700788455023265
15346.0,-337.29198811207596,-0.5935348286759832
15346.5,-339.29872051754165,1.2354163714600621
15347.0,-346.7025058431341,-1.180681525329974
15347.5,-342.1707862001933,-2.9196896266175556
15348.0,-335.2855012038681,0.5727782282848712
15348.5,-334.6226930130123,-2.749658775332487
15349.0,-337.76078670260483,-2.045741794952905
15349.5,-344.38867572879803,3.0010214968428848
15350.0,-331.4635633348639,2.4476568687828233
15350.5,-335.0493463170636,-2.5312250814759643
15351.0,-342.807622751563,-1.937701868220522
15351.5,-340.9369320894182,1.4150889092352907
15352.0,-340.4589619142806,1.515775575600957
15352.5,-338.5570625371299,-2.5725989041169384
15353.0,-336.9483700132364,2.067653686889725
15353.5,-340.417322959687,0.7786479893051661
15354.0,-338.3209680342959,0.8730843329344301
15354.5,-341.8108342494202,-0.2252141840833861
15355.0,-343.73399961167735,-1.8979277944956263
15355.5,-340.2075254691176,-0.3727574220978232
15356.0,-338.9714363331934,1.0229889100572838
15356.5,-346.2847741904042,1.2619576903747298
15357.0,-344.6439460728004,-0.6275070663746158
15357.5,-341.1060973910229,-0.877992039243802
15358.0,-359.57947155233353,-0.15577661511719187
15358.5,-353.0537555287207,2.889582778514418
15359.0,-348.83550527809433,-2.860026844457639
15359.5,-336.4565267264859,-1.0335413361975005
15360.0,-344.7218216065593,0.1678496316019699
15360.5,-349.0141611219653,2.900410385596742
15361.0,-336.3904406975203,-1.9186751124358583
15361.5,-339.1921708588703,-1.3868508299703435
15362.0,-341.19930015285547,0.8552143923540197
15362.5,-343.7986278009612,2.059290659185892
15363.0,-349.7304746877843,-1.3728887067206723
15363.5,-335.26711657469275,1.4337174222905098
15364.0,-340.56662561092105,-1.0982949126548918
15364.5,-358.3911339079401,2.2350346307292575
15365.0,-335.0903856009379,-1.2881149659223927
15365.5,-337.3605685920994,0.7559557085551933
15366.0,-347.2352750414648,1.2374251320634382
15366.5,-347.58970625949615,2.335327731349473
15367.0,-337.63793580106153,-1.3812648564298036
15367.5,-351.8388905673313,-1.1080713248988316
15368.0,-337.4140584112123,-0.4650066979919384
15368.5,-343.65181717638137,0.1732132082390362
15369.0,-351.1266719607443,-2.2388146969795066
15369.5,-339.95364589069504,2.305038267057582
15370.0,-334.44384733229583,0.7103394993403319
15370.5,-331.8223868262704,-1.6100160999651514
15371.0,-351.12117712697625,1.150285094357487
15371.5,-334.71132722592256,-2.636281399719489
15372.0,-352.87957555406626,2.3219396136936106
